collection_file,graph_dir,b_ni,b_na,b_ei,b_ea,cost_arborescence,base_compression_cost,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,cost_arborescence_refined,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,base_compression_cost_2,compression_ratio,compression_ratio_refined,gedlib_runtime_initial,gedlib_runtime_refinement,spanning_arb_runtime,refine_arb_runtime
/home/lamsade/lgnecco/stage/gedlib/compression/data/collections/acyclic.xml,/home/lamsade/lgnecco/stage/gedlib/data/datasets/acyclic,1.000000,1.000000,1.000000,1.000000,1876.000000,6334.000000,184,54,1.407692,1,4,1,23.000000,41,1876.000000,184,54,1.407692,1,4,1,23.000000,41,6334.000000,0.296179,0.296179,5.915228,0.000361,0.007432,0.002509
collection_file,graph_dir,b_ni,b_na,b_ei,b_ea,cost_arborescence,base_compression_cost,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,cost_arborescence_refined,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,base_compression_cost_2,compression_ratio,compression_ratio_refined,gedlib_runtime_initial,gedlib_runtime_refinement,spanning_arb_runtime,refine_arb_runtime
/home/lamsade/lgnecco/stage/gedlib/compression/data/collections/acyclic.xml,/home/lamsade/lgnecco/stage/gedlib/data/datasets/acyclic,1.000000,1.000000,1.000000,1.000000,1876.000000,6334.000000,184,54,1.407692,1,4,1,23.000000,41,1876.000000,184,54,1.407692,1,4,1,23.000000,41,6334.000000,0.296179,0.296179,72.697650,0.000950,0.011432,0.004126
collection_file,graph_dir,b_ni,b_na,b_ei,b_ea,cost_arborescence,base_compression_cost,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,cost_arborescence_refined,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,base_compression_cost_2,compression_ratio,compression_ratio_refined,gedlib_runtime_initial,gedlib_runtime_refinement,spanning_arb_runtime,refine_arb_runtime
/home/lamsade/lgnecco/stage/gedlib/compression/data/collections/acyclic.xml,/home/lamsade/lgnecco/stage/gedlib/data/datasets/acyclic,1.000000,1.000000,1.000000,1.000000,1876.000000,6334.000000,184,54,1.407692,1,4,1,23.000000,41,1876.000000,184,54,1.407692,1,4,1,23.000000,41,6334.000000,0.296179,0.296179,5.949009,0.000468,0.007910,0.002729
collection_file,graph_dir,b_ni,b_na,b_ei,b_ea,cost_arborescence,base_compression_cost,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,cost_arborescence_refined,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,base_compression_cost_2,compression_ratio,compression_ratio_refined,gedlib_runtime_initial,gedlib_runtime_refinement,spanning_arb_runtime,refine_arb_runtime
/home/lamsade/lgnecco/stage/gedlib/compression/data/collections/acyclic.xml,/home/lamsade/lgnecco/stage/gedlib/data/datasets/acyclic,1.000000,1.000000,1.000000,1.000000,1876.000000,6334.000000,184,54,1.407692,1,4,1,23.000000,41,1876.000000,184,54,1.407692,1,4,1,23.000000,41,6334.000000,0.296179,0.296179,13.148990,0.000454,0.007779,0.002592
collection_file,graph_dir,b_ni,b_na,b_ei,b_ea,cost_arborescence,base_compression_cost,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,cost_arborescence_refined,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,base_compression_cost_2,compression_ratio,compression_ratio_refined,gedlib_runtime_initial,gedlib_runtime_refinement,spanning_arb_runtime,refine_arb_runtime
/home/lamsade/lgnecco/stage/gedlib/compression/data/collections/acyclic.xml,/home/lamsade/lgnecco/stage/gedlib/data/datasets/acyclic,1.000000,1.000000,1.000000,1.000000,1876.000000,6334.000000,184,54,1.407692,1,4,1,23.000000,41,1876.000000,184,54,1.407692,1,4,1,23.000000,41,6334.000000,0.296179,0.296179,13.503541,0.000415,0.007496,0.002550
collection_file,graph_dir,b_ni,b_na,b_ei,b_ea,cost_arborescence,base_compression_cost,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,cost_arborescence_refined,num_nodes,num_leafs,avg_degree,min_degree,max_degree,root_degree,avg_depth,max_depth,base_compression_cost_2,compression_ratio,compression_ratio_refined,gedlib_runtime_initial,gedlib_runtime_refinement,spanning_arb_runtime,refine_arb_runtime
/home/lamsade/lgnecco/stage/gedlib/compression/data/collections/acyclic.xml,/home/lamsade/lgnecco/stage/gedlib/data/datasets/acyclic,1.000000,1.000000,1.000000,1.000000,1876.000000,6334.000000,184,54,1.407692,1,4,1,23.000000,41,1876.000000,184,54,1.407692,1,4,1,23.000000,41,6334.000000,0.296179,0.296179,14.301299,0.000482,0.007420,0.002699
